PID,SalePrice
907135180,123932.76
528181040,222276.77
528175010,221356.84
531379030,192104.06
923275090,124679.13
528181070,243467.52
908103280,134318.88
902201110,121882.74
905103070,136450.66
527162180,179816.6
905450020,183879.78
535301150,137739.73
535451170,93858.46
909250060,195018.19
527254020,371623.53
911128180,90492.52
534475170,186051.36
535402180,115583.51
528235180,172691.25
907200130,136210.48
906476030,177580.7
923203090,159726.92
903454020,78859.48
534277060,114919.625
535450220,133520.25
527252090,323222.4
535300040,133355.3
533241010,214775.05
903201090,112718.914
921128030,341441.7
535180020,145104.75
527106050,166565.97
903233050,125841.12
527105010,166052.69
907196050,200725.92
535375010,81729.39
909455040,198424.33
911370410,295659.94
906223080,221252.03
902204080,90248
916225130,331282.5
534400060,175372.38
528178090,350467.56
528235190,189289.42
906477110,141912.14
902106090,149463.17
535327160,121817.43
909129100,115905.54
909281110,261485.28
528188120,167326.02
528150120,312344.84
535125060,208803.2
906380120,185004.34
527451020,125511.95
528429100,276423.44
527132090,325338.2
902427045,111735.7
923276260,137989.92
907290140,140135.92
906380100,321780.34
527377110,187326.3
535379110,131125.05
527427230,178481.08
905105010,133600.67
533215080,287125.53
903484080,103085.016
528441080,250330.5
528120100,244241.33
902301060,120592.69
528231050,187845.64
535353190,150934.72
907201280,129034.12
528315080,297140.34
531375060,158418.2
906200230,151514.77
527451550,122578.805
902103090,85871.125
534401190,145147.73
909425085,261050.88
526352080,192095.72
907126050,145833.36
905352180,210245.31
533212060,143583.48
527356050,118859.51
534479240,138060.55
906226130,154580.62
923228210,77672.85
903227080,123510.37
535179120,116534.29
908201100,82924.92
532479050,132382.58
534402060,141366.73
902109160,113545.664
904302030,143320.56
902300215,134094.67
903228070,108647.91
902406070,144092.56
907410020,192283.03
528365090,349897.2
534450110,55641.45
527146135,382856.8
535325340,145299.83
534452060,121300.63
535325090,129139.86
534202130,129940.875
528118020,338199.3
527214050,496768.4
907401060,198930.03
905104210,123860.95
905225080,248068.83
535178060,137682.48
914476450,203182.03
533250050,262578.7
535450070,154787.28
528181060,240854.64
535454100,123117.12
534476080,145875.64
909452114,252291.53
903476090,145506.06
904101040,119975.875
534431030,136081.83
910202060,106145.414
916386090,234516.38
527451460,101896.016
528290120,196186.34
531375090,142319.86
527403040,134618.75
535453020,144876.9
911175360,101643.07
528228545,178097.47
534275100,126162.234
528142040,285894.25
527357110,150221.14
528480170,278408.2
905226030,113108.28
905104110,136171.36
528480070,272575.88
528386040,466259.94
535453100,139113.61
907192030,198143.9
905478030,134093.27
527210050,482342.8
535382020,98219.83
528110070,324732.06
902303100,154954.22
903456090,89643.62
528186080,289036.3
909275310,341178.2
908128100,183771.06
908102140,124643.56
531385060,183309.78
902103100,131770.81
528106010,370065.22
534430080,126469.76
533252130,183224.67
528458160,380241.16
902300110,101355.07
528228275,198489.39
907130060,167020.12
905105190,125591.62
908225240,109153.875
528480060,287555.66
526355170,252347.06
902105010,112422.69
903225160,131955.38
924151050,233813.77
535456010,141099.48
907130110,179429.33
909451040,101332.15
535126140,209308.19
533253050,160595.11
905480240,97033.164
905479110,111339.836
903233140,124450.12
909254070,205420.42
907250020,258285.2
908102260,145666.17
527403360,123235.27
906225210,137746.73
527359010,165381.44
905100030,146069.33
909250030,131319.42
908225320,129744.21
905201030,81457.85
914474020,240859.28
532479020,130253.24
528228575,251768.28
527107240,168912
533253210,191254.11
527127150,187601
531450120,191155.36
905427050,193389.38
527258010,415855.44
906476140,167139.34
533236090,216758.8
908103090,102027.06
908250090,110599.266
528181010,240194.84
907227090,127224.375
527302185,282007.1
535426150,148215.95
909254100,158130.42
531382120,207939.16
921201060,273940.34
528180140,336442.84
905402090,148552.16
902207120,106966.445
902134100,79714.16
908178050,241690.94
535451210,114033.914
528114050,352411.97
907203010,132296.45
534151175,239105.02
908228040,114914.58
902110080,135120.86
923277040,126550.28
908204160,87888.63
905402110,134835.12
905102060,128185.336
902402010,140466.28
527107130,197426.33
909251030,148778.27
903225040,132824.45
902405120,123542.836
534201280,129844.25
527451290,97920.99
905451390,163853.44
528456200,205440.81
902110130,91665.41
528112010,278810.8
905226130,156713.8
905108120,134967.02
532353120,119212.06
528120030,338646.84
527450110,102177.9
533244040,307682.03
910205120,105225.484
535452100,127546.664
528106050,424325.44
909100170,86459.39
531453040,206041.98
535304060,130944.16
528431120,244665.6
904100170,158345
528218090,172204
527131110,275414.28
533208010,202203.19
906226080,154580.62
535152200,135931.02
528231020,186023.19
911128010,100840.3
527455250,118116.48
535403150,144161.31
533251110,323551.78
535457010,154282.05
528110040,459661.7
923252080,119863.87
909101010,134227.67
535177110,192820.61
528354050,298324.25
528235000,171616.77
909252150,144088.33
909275110,213228.25
534427040,150729.22
535151080,132872.72
923226320,85023.3
535450210,133749.81
905403050,85386.28
535382150,85375.69
535176070,144475.42
905103140,145319.55
534201260,132536.64
531451110,135090.78
528348010,281814.1
527212050,464714.3
532377130,140630.08
535325320,115043.766
535383110,95771.234
531450030,192813.38
903401020,184892.1
531363050,140321.5
